Lot;Pr_lot;Code;Name;Provider;Producer;Expire
03405142050910201706;75760;012800     ;ПЭГ-200 (Неопал ЛИС 80);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.07.2019
03405143221810201706;30688525;007924     ;Акиппо фоам (аkypo foam RL40, лаурет 5 карбоксилат, Акипо Фоам);Ревада-Нева;Kao Chemicals GmbH;27.08.2018
03405143381910201707;C-136120-905;000451     ;Цетримониум хлорид (Dehyguart, MICROCARE, ТОРКВАТ, СТС 25, СТС 50, Arguad 16-29);Ревада-Нева;THOR;01.05.2019
03405144512610201708;C-093466-904;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;01.04.2019
03405144612610201710;20170409;000317     ;Краситель HC YELLOW#2;Ревада-Нева;Xinyu Chemicals;08.04.2018
03405145103110201706;RР-413240-1802;010329     ;Микрокер ДМП (Microcare DMP, Микрокар ДМП, Шаромикс DMP, Ревапро МПД);Ревада-Нева;THOR;01.02.2018
03405247722808201909;36862;018466     ;Рипхэа (Rep Hair);Ревада-Нева;Solabia;01.06.2024
03405248203008201901;P0107;000096     ;Диэтаноламиды (Комперлан КД, Амидет Б-112, Эденол ЦДЕ М,Emersense AM 8025, Коко Диэтаноламид, PDA);Ревада-Нева;Sovereign Food Chemicals Sdn.Bhd.;30.06.2020
03405248213008201903;6021G19/02;005872     ;Масло авокадо (Париол 243 АВ/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.07.2020
03405248760309201910;190605011507;033505     ;Симульгель 600 (Simulgel 600);Ревада-Нева;Seppic;26.05.2021
03405250131209201902;1906-026;022498     ;Персульфат аммония (Ammonium Persulfate);Ревада-Нева;AK-KIM Kimya Sanayi;01.06.2020
07295178670806201801;FAL B180307-131N;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Руссо Хеми Северо-Запад;NATURAL OLEOCHEMICALS SDN BHD;01.03.2019
07295187413107201803;MCT6D8039;006495     ;Каприлан МСТ 6040 (Париол ТМС 810Т, МЦТ 60/40, Палместер 3595, Масестер Е6000, Каприлик);Руссо Хеми Северо-Запад;IOI Esterchem (M) Sdn Bhd;27.02.2019
07295190802108201801;SA-80105027;004100     ;Диметикон DC 556 (Белсил ПДМ 20, Фенилтриметикон PTM 20, SeraSense SF PTM, Белсил ПФ22);Руссо Хеми Северо-Запад;KCC Corporation;04.07.2020
07295194000709201805;20171201001;002658     ;Поликватерниум 7 (Кондиционер Р7 NA, Galsilk 700, Мирапол);Руссо Хеми Северо-Запад;Reachin Chemical(HK) Co, Ltd.;01.12.2018
07295208230312201803;KAY-226;040089     ;Краситель Acid Yellow 1;Руссо Хеми Северо-Запад;KHUSHI DYECHEM;01.09.2022
07295210111712201803;86105/1;031564     ;Отдушка Keratin Repair 27 606 C;Руссо Хеми Северо-Запад;IFF Fragrance GmbH;22.08.2019
07295213041501201902;180502Y16;001366     ;Д-пантенол (D-panthenol B5, Д-Пантенол 75%);Руссо Хеми Северо-Запад;XINFA PHARMACEUTICAL CO., LTD;01.05.2020
07295063032312201507;8081718;006820     ;Диметикон DC 200/50 (Белсил ДМ 50, PMX-200);Руссо Хеми Северо-Запад;XIAMETER;20.11.2017
04062060890412201501;BH316-2015;003618     ;Перекись водорода асептическая;Лега;Eka Chemicals AB, Sweden;25.09.2016
07295221041203201901;8330M;003432     ;Диметикон DC 200/60000 (Белсил ДМ 60000, RJS-201-60000);Руссо Хеми Северо-Запад;ELKEM SILICONAS;26.11.2021
07295221941803201901;20180803022;002658     ;Поликватерниум 7 (Кондиционер Р7 NA, Galsilk 700, Мирапол);Руссо Хеми Северо-Запад;Reachin Chemical(HK) Co, Ltd.;02.08.2020
07295242172507201901;FMWP0418052801W;003371     ;Воск белый пчелиный (beeswax white);Руссо Хеми Северо-Запад;FUMEIPHARM ;18.07.2020
07295245551408201903;D01009L22;007891     ;Финдет ARH-52 (Findet ARH-52, гидрогенез касторовое масло ПЭГ-40);Руссо Хеми Северо-Запад;Russo Chemi Personal rules;01.12.2020
07295249050409201901;D02076L01;004546     ;Эмульгин В3 (цетеарет 30, цестопал 30М) в DE LUXE;Руссо Хеми Северо-Запад;Dyna Glycols Pvt.,Ltd;01.01.2021
07295258313010201902;SA-90715001;003929     ;Диметикон DC 2501 (SeraSoft SW 75);Руссо Хеми Северо-Запад;KCC Corporation;15.07.2020
07295258313010201904;SA-90513027;003929     ;Диметикон DC 2501 (SeraSoft SW 75);Руссо Хеми Северо-Запад;KCC Corporation;12.05.2020
04062092030509201601;BHS116-2016;003618     ;Перекись водорода асептическая;Лега;Eka Chemicals AB, Sweden;01.04.2017
04137191502408201801;220;033625     ;Медь сернокислая;НеваРеактив (новая) ;Кыштымский медеэлектролитный завод (Россия);01.04.2020
05580114562003201702;571702340305;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Тэлко;ENASPOL, a.s.;13.02.2018
12839195151409201803;20180325001;012828     ;Бетафин (Betafin BP 20, Genencare OSMS BA/Danisco, Бетаин, Реаква BT99);Акцепт ООО;Fine Chemicals Co., Ltd;24.03.2020
12839205441511201801;20180822022;012828     ;Бетафин (Betafin BP 20, Genencare OSMS BA/Danisco, Бетаин, Реаква BT99);Акцепт ООО;Fine Chemicals Co., Ltd;21.08.2020
03405251121809201901;6021G19/02;005872     ;Масло авокадо (Париол 243 АВ/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.07.2020
03405251872309201902;DM19080004;004546     ;Эмульгин В3 (цетеарет 30, цестопал 30М) в DE LUXE;Ревада-Нева;Godrey Industries Ltd. ;04.08.2021
03405191052308201801;С-134664-005;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;31.05.2020
03405192573008201804;RP-453727-2001;023779     ;Микрокар РE (Microcare PE, Микрокер ПЕ, Феноксиэтанол П25);Ревада-Нева;Thor;01.01.2020
03405201882310201805;20180626;000314     ;Краситель 1-нафтол (ERN) (CAS № 90-15-3) (CI 76605);Ревада-Нева;Xinyu Chemicals;25.06.2019
03405204210711201802;1181307-01;003807     ;Рицино Х 40М (Унитоп-ХЦО-40, UNITOP-HCO-40, ПЭГ-40) (НЕ ПРИНИМАТЬ!!!!);Ревада-Нева;UNITOP CHEMICALS PVT.LTD.;12.07.2020
03405205071311201801;6021 F18/04;005872     ;Масло авокадо (Париол 243 АВ/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.06.2019
03405209361112201801;HY20180512;000108     ;Изоаскорбат натрия (Sodium Erythorbate);Ревада-Нева;Hugestone Enterprise Co. Ltd;11.05.2020
03405209521212201802;RP--367433-2004;000916     ;Микрокар (Microcare IT, Неомид 125, Актицид МВ, Биоцид Катон LXE);Ревада-Нева;THOR;01.04.2020
03405210902112201804;30021805;007220     ;активатор ОМЕГА ЦХС;Ревада-Нева;GfN, GmbH;20.06.2023
03405211642612201802;6038N18/01;002660     ;Масло персика (PARIOL 326 ПС/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.12.2019
03405213652101201902;RP-373477-2011;014826     ;Микрокар РМ3 (Sharomix 824, Микрокер ПМ 3, Шаромикс);Ревада-Нева;THOR;01.11.2020
03405213752201201901;RP-366462-2006;033936     ;Гидролит (для белой косметики);Ревада-Нева;THOR;01.06.2020
03405215143001201903;1032 G18/02;005353     ;Париол  МТЛ (Метиллактат) ;Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.07.2020
03405190091608201816;20180531;004502     ;Станнат натрия тригидрат (Натрий оловяннокислый);Ревада-Нева;Yixing Xinyu Chemicals Co., Ltd;30.05.2019
03405190311708201805;62440;003431     ;Тиогликолят аммония (Тиокер Н101, Thiocare H101);Ревада-Нева;Bruno Bock Chemische Fabrik GmbH&Co.;05.03.2019
03405190542008201801;D215I5NEH1;002359     ;Этоксидигликоль (Carbitol CG, Моноэтиловый эфир);Ревада-Нева;DOW CORNING/DOW EUROPE GMBH;22.05.2020
03405193730609201803;С-134664-005;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;31.05.2020
03405195651809201804;6038 E18/01;002660     ;Масло персика (PARIOL 326 ПС/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.05.2019
08441024070212201401;141014-0375;005361     ;Анагелин;Кэмбио Лаб;Silab;15.03.2017
03405198630410201806;20180601;007294     ;Краситель Rodol PAOX (2 метил 5 гидроксиэтил аминофенол);Ревада-Нева;Xinyu Chemicals;31.05.2019
03405199941210201802;6021E18/03;005872     ;Масло авокадо (Париол 243 АВ/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.05.2019
03405200571610201802;30758385;007924     ;Акиппо фоам (аkypo foam RL40, лаурет 5 карбоксилат, Акипо Фоам);Ревада-Нева;Kao Chemicals GmbH;03.09.2019
03405200721710201802;REL0117H18;025078     ;Минеральное масло White Oil 15 (для пудры только САВОНОЛ-15);Ревада-Нева;APAR INDUSTRIES LTD.;01.07.2020
03405204200711201802;24096;018466     ;Рипхэа (Rep Hair);Ревада-Нева;Solabia;01.03.2021
03405204210711201801;REPJ087K17;005338     ;Вазелин Меркур 501 (poweroil petroleum jelly-ep);Ревада-Нева;APAR INDUSTRIES LTD.;01.10.2019
03405205071311201802;6038 E18/01;002660     ;Масло персика (PARIOL 326 ПС/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.05.2019
03405208140312201805;C-134664-005;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;31.05.2020
03405209361112201816;20180502;001771     ;Краситель 4 BXN (2-амино-4 гидроксиэтил-анизол сульфат);Ревада-Нева;XiNY;01.05.2019
03405210531912201801;1181407-01;003807     ;Рицино Х 40М (Унитоп-ХЦО-40, UNITOP-HCO-40, ПЭГ-40) (НЕ ПРИНИМАТЬ!!!!);Ревада-Нева;UNITOP CHEMICALS PVT.LTD.;13.07.2020
03405210682012201801;N3008;000096     ;Диэтаноламиды (Комперлан КД, Амидет Б-112, Эденол ЦДЕ М,Emersense AM 8025, Коко Диэтаноламид, PDA);Ревада-Нева;Sovereign Food Chemicals Sdn.Bhd.;29.08.2020
03405210902112201803;30021806;007220     ;активатор ОМЕГА ЦХС;Ревада-Нева;GfN, GmbH;15.08.2023
03405215470102201901;20171214;000107     ;Трилон Б (VERSENE POWEDER Хелат NA4EDTA, DISSOLVINE, ETDA, ЭДТА) ;Ревада-Нева;SHIJIAZHUANG JACKCHEM CO LTD.;13.12.2019
03405232762705201901;LDC4919T;002039     ;Минеральное масло (вазелиновое масло Blandol или Меркур, DIVYOL WOP 80, Савонол 20);Ревада-Нева;Savita Oil Technologies Limited;20.01.2021
03405237502706201907;30798394;007924     ;Акиппо фоам (аkypo foam RL40, лаурет 5 карбоксилат, Акипо Фоам);Ревада-Нева;Kao Chemicals GmbH;04.05.2020
03405238350207201903;1901-011;022498     ;Персульфат аммония (Ammonium Persulfate);Ревада-Нева;AK-KIM Kimya Sanayi;01.01.2020
03405238940507201902;1901-012;022498     ;Персульфат аммония (Ammonium Persulfate);Ревада-Нева;AK-KIM Kimya Sanayi;01.01.2020
07295036932404201501;7859253;004101     ;Диметикон DC 1501 (Белсил ЦМ 1000, BRB 1834, Mirasil C-DML, RJ-1305);Руссо Хеми Северо-Запад;XIAMETER;22.11.2016
07295039462205201503;8030876;004101     ;Диметикон DC 1501 (Белсил ЦМ 1000, BRB 1834, Mirasil C-DML, RJ-1305);Руссо Хеми Северо-Запад;XIAMETER;08.04.2017
07295041150506201508;8215618;002653     ;Диметикон DC 8500;Руссо Хеми Северо-Запад;DOW CORNING;12.09.2016
07295049892708201505;8151998;004116     ;Диметикон DC 5330;Руссо Хеми Северо-Запад;XIAMETER;21.07.2016
07295053402909201510;8197287;002653     ;Диметикон DC 8500;Руссо Хеми Северо-Запад;DOW CORNING;05.09.2016
07295053402909201511;125532;010670     ;Масло макадамии ;Руссо Хеми Северо-Запад;Henry Lamotte Oils GmbH;01.07.2016
07295053402909201516;1281064;003986     ;Целкват SC240C (Ucare polymer JR-400) (поликватерниум-10, кондиционер П10);Руссо Хеми Северо-Запад;Akzo Nobel;31.03.2017
07295056152210201501;8197393;003929     ;Диметикон DC 2501 (SeraSoft SW 75);Руссо Хеми Северо-Запад;DOW CORNING;26.03.2016
07295079171705201607;15080401;001366     ;Д-пантенол (D-panthenol B5, Д-Пантенол 75%);Руссо Хеми Северо-Запад;XINFA PHARMACEUTICAL CO., LTD;04.08.2017
07295085010507201605;8693472;004102     ;Диметикон DC 245 (SF 1202, Белсил ЦМ 040, Xaimeter PMX 0245, Силикон ЦМ 50, циклопентасилоксан, CM5);Руссо Хеми Северо-Запад;XIAMETER;14.10.2018
07295086381807201602;8645776;002653     ;Диметикон DC 8500;Руссо Хеми Северо-Запад;DOW CORNING;17.09.2017
07295089161008201611;1034648;003841     ;Краситель Basic Brown 16 (Arianor Mahogany 306002);Руссо Хеми Северо-Запад;Sensient cosmetic technologies LCW;26.11.2018
07295089161008201624;8634680;002653     ;Диметикон DC 8500;Руссо Хеми Северо-Запад;DOW CORNING;08.09.2017
07295098660111201606;1406489;003986     ;Целкват SC240C (Ucare polymer JR-400) (поликватерниум-10, кондиционер П10);Руссо Хеми Северо-Запад;Akzo Nobel;11.03.2018
07295109310102201709;K/R-1/5/16;001567     ;Кератин (Nutrilan Keratin W, Кера-теин В, Кера теин В-ЕХ);Руссо Хеми Северо-Запад;PROTEINA;01.06.2017
07295129521707201704;8886986;003929     ;Диметикон DC 2501 (SeraSoft SW 75);Руссо Хеми Северо-Запад;DOW CORNING;04.11.2017
07295150890712201702;9028392;018476     ;Отдушка Rebirth 2066;Руссо Хеми Северо-Запад;IFF;12.10.2018
07295168520604201805;84866;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Руссо Хеми Северо-Запад;Sasol WAX GmbH;01.11.2021
03405240611607201902;20601901;005150     ;"Китинами (KITINAMI) (сукцинил хитозан) (HYDROXAN, Гидроксан); Гидроцел Q(Hydrocell Q)";Ревада-Нева;GfN Herstellung von Naturextrakten GmbH;13.05.2024
03405241372207201901;С-901221-2105;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;01.05.2021
03405243033107201901;20181012;000314     ;Краситель 1-нафтол (ERN) (CAS № 90-15-3) (CI 76605);Ревада-Нева;Xinyu Chemicals;11.10.2020
03405245071208201902;30799386;003927     ;Еуперлан PK 4000 ( Еуперлан РК 4000, Акипосал 2010С);Ревада-Нева;Kao Chemicals GmbH;07.08.2020
03405246412008201901;C-901103-2104;044487     ;Актицид БАК 50М (Acticide BAC 50M);Ревада-Нева;THOR ESPECIALIDADES, S.A.;01.04.2021
03405217401402201907;20181023;007287     ;Краситель Rodol CRS (4 хлор резорцин);Ревада-Нева;XiNY;22.10.2019
03405217401402201914;20181003;001631     ;Краситель 2A3PYR (Chemibrox 2A3НPYR, CAS 16867-03-1, 2A3HP);Ревада-Нева;XiNY;02.10.2019
03405217671502201901;VA79855;001821     ;Аэросил 200 (Силика Т 30 (HDK T 30));Ревада-Нева;Wacker;22.09.2020
03405218202002201903;20601802;005150     ;"Китинами (KITINAMI) (сукцинил хитозан) (HYDROXAN, Гидроксан); Гидроцел Q(Hydrocell Q)";Ревада-Нева;GfN Herstellung von Naturextrakten GmbH;10.09.2023
03405222612103201902;20181024;000050     ;Краситель ПФДА (Rodol D type J, Chemibroxc  РРD, CAS 106-50-3);Ревада-Нева;Xinyu Chemicals;23.10.2019
03405222682203201901;RP-379538-2102;014826     ;Микрокар РМ3 (Sharomix 824, Микрокер ПМ 3, Шаромикс);Ревада-Нева;THOR;01.02.2021
03405222932503201901;30779769;007924     ;Акиппо фоам (аkypo foam RL40, лаурет 5 карбоксилат, Акипо Фоам);Ревада-Нева;Kao Chemicals GmbH;31.12.2019
03405224312903201901;JB181108-1;003351     ;Комперлан 100 (Неопал МЕК, Галакси 100,Empilan CME/T,  amidet A-111Р,Cocamid MEA, PALMOCOL PMA 1100);Ревада-Нева;ZHEJIANG ZANYU NEW MATERIAL CO., LTD.;07.11.2020
03405225450504201901;30018;024428     ;Сульфоэтоксилат натрия сухой (эмал 10P HD x, Эмал 10П ХД, Empicol);Ревада-Нева;Kao Chemicals GmbH;07.10.2019
03405226431104201901;E19010354;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Ревада-Нева;Godrey Industries Ltd.;23.01.2021
03405246932308201901;JB190415-1;003351     ;Комперлан 100 (Неопал МЕК, Галакси 100,Empilan CME/T,  amidet A-111Р,Cocamid MEA, PALMOCOL PMA 1100);Ревада-Нева;Zhejiang Zanyu New Material CO., LTD. (Jaxing zanyu tecnology developmrnt Co., Ltd);14.04.2021
03405218182002201901;154;007286     ;ПЭГ-6000 ;Ревада-Нева;"ООО ""Завод синтанолов""";01.09.2019
03405220150503201901;VE00581882;007288     ;Отдушка SO MAGIC;Ревада-Нева;GIVAUDAN;05.12.2019
07295178570706201802;PL3202-1117;014826     ;Микрокар РМ3 (Sharomix 824, Микрокер ПМ 3, Шаромикс);Руссо Хеми Северо-Запад;SHARON   Laboratories;19.11.2019
07295181552706201801;180401Y16;001366     ;Д-пантенол (D-panthenol B5, Д-Пантенол 75%);Руссо Хеми Северо-Запад;XINFA PHARMACEUTICAL CO., LTD;31.03.2020
07295182860407201804;8031;004101     ;Диметикон DC 1501 (Белсил ЦМ 1000, BRB 1834, Mirasil C-DML, RJ-1305);Руссо Хеми Северо-Запад;ELKEM SILICONAS ESPANA. S.A.;30.01.2021
07295186572607201802;1804201;038702     ;Катион ГА Клеар (Cation HA clear);Руссо Хеми Северо-Запад;BLOOMAGE FREDA BIOPHARM CO., LTD;20.04.2020
07295190802108201802;8127;004101     ;Диметикон DC 1501 (Белсил ЦМ 1000, BRB 1834, Mirasil C-DML, RJ-1305);Руссо Хеми Северо-Запад;ELKEM SILICONAS ESPANA. S.A.;07.05.2021
07295199771110201802;8203611;005443     ;Диметикон DC 200/1000 (Белсил ДМ 1000, полидиметилсилоксан, Mirasil DM 1000);Руссо Хеми Северо-Запад;Elkem Silicones France;16.05.2021
07295203193110201804;8037;004101     ;Диметикон DC 1501 (Белсил ЦМ 1000, BRB 1834, Mirasil C-DML, RJ-1305);Руссо Хеми Северо-Запад;ELKEM SILICONAS ESPANA. S.A.;05.02.2021
07295204620911201802;FMWP0418052801W;003371     ;Воск белый пчелиный (beeswax white);Руссо Хеми Северо-Запад;Henan Fumei Bio-technology Co.,Ltd;19.07.2020
07295210111712201802;86967/8;005399     ;Отдушка Delicious 102801 E;Руссо Хеми Северо-Запад;IFF Fragrance GmbH;10.10.2019
03405222452003201902;24096;018466     ;Рипхэа (Rep Hair);Ревада-Нева;Solabia;01.03.2021
03405223402703201901;JA190105-1;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Ревада-Нева;JAXING ZANYU TECHNOLOGY DEVELOPMENT CO., LTD.;04.01.2021
03405160401302201801;20171112;031450     ;1,6-Гександиамин (Этилендиамин гидрохлорид, Ethylendiamine hydrochloride);Ревада-Нева;JIANGSU XINYU BIO-TECH CO.LTD;11.11.2020
03405163580603201809;22148;004814     ;Рамкосорф ХП (витамины, Рамнософт ХП 1,5 П, Rhamnosoft HP 1,5 P);Ревада-Нева;Solabia;01.12.2020
03405163820703201803;2655680086;006322     ;Амидет АПА-22;Ревада-Нева;Kao Chemicals GmbH;08.12.2019
03405165081603201803;6048 L17/01;011429     ;Масло манго;Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.10.2018
03405171552404201803;С-047550-002;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;29.02.2020
03405176732805201806;30708004;007924     ;Акиппо фоам (аkypo foam RL40, лаурет 5 карбоксилат, Акипо Фоам);Ревада-Нева;Kao Chemicals GmbH;21.12.2018
03405182720307201802;20180228;004502     ;Станнат натрия тригидрат (Натрий оловяннокислый);Ревада-Нева;Yixing Xinyu Chemicals Co., Ltd;27.02.2019
03405186802707201801;180515011593;025317     ;Монтанов 82;Ревада-Нева;SEPPIC;01.05.2020
03405188020308201803;25972;038914     ;Нутрицерт Хэа (Nutricert hair);Ревада-Нева;Solabia;01.05.2021
03405188580708201802;80231;012800     ;ПЭГ-200 (Неопал ЛИС 80);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.06.2020
03405190091608201809;20180223;002458     ;Краситель Rodol PMP (1-ФЕНИЛ-3-МЕТИЛ-5-ПИРАЗОЛОН, CAS 89-25-8, 1P3M5P);Ревада-Нева;Xinyu Chemicals;22.02.2019
03405191052308201803;С-131632-005;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;01.05.2020
03405191782708201801;1182906-08;001557     ;Лаурет-2 (DEHYDOL, Гифран, Неопал МА 1.8, Синтанол АЛМ-2, Арлипон F, Унитоп Хидол 2);Ревада-Нева;UNITOP GROUP;28.06.2020
03405192573008201802;14541;008562     ;Кублен К60;Ревада-Нева;Zschimmer&Schwarz Monsdorf Gmbh & Co KG;01.01.2023
03405194431109201801;2664210055;007891     ;Финдет ARH-52 (Findet ARH-52, гидрогенез касторовое масло ПЭГ-40);Ревада-Нева;Kao Chemicals GmbH;29.09.2019
03405195651809201807;6039 G18/01;007889     ;Масло жожоба (Париол голд 333);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.07.2020
03405192573008201803;20601704;005150     ;"Китинами (KITINAMI) (сукцинил хитозан) (HYDROXAN, Гидроксан); Гидроцел Q(Hydrocell Q)";Ревада-Нева;GfN Herstellung von Naturextrakten GmbH;28.11.2022
03405196402109201806;20180602;001632     ;Краситель HDAP ( XP5, 1 гидроксиэтил-4,5 диаминопиразол сульфат, CAS 155601-30-2, 4,5 D1-2H);Ревада-Нева;Xinyu Chemicals;01.06.2019
03405198280310201803;24998;031326     ;БиоЭколиа;Ревада-Нева;Solabia Group;01.04.2021
03405198290310201801;DM18040002;000769     ;Эмульгин В2 (EmulginВ-2, цестопал-20М, Гиноник ССА, Ginonic CSA);Ревада-Нева;Godrey Industries Ltd. ;18.04.2020
03405198760510201802;C-078920-003;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;31.03.2020
03405200561610201802;6;022495     ;Магнезия 22 (Magnesia 22, магнезия жженая марки В);Ревада-Нева;"ООО ""Ультра - Си""";01.09.2019
03405205081311201801;16738;008562     ;Кублен К60;Ревада-Нева;Zschimmer&Schwarz Monsdorf Gmbh & Co KG;01.01.2023
03405205601511201815;20180615;002457     ;Краситель 24 DAPE(2,4 диамино-феноксиэтанол гидрохлорид) (CAS № 66422-95-5);Ревада-Нева;Xinyu Chemicals;14.06.2019
03405206702211201801;20180513;001615     ;Краситель 2,6 диаминопиридин;Ревада-Нева;Xinyu Chemicals;12.05.2019
03405208660612201802;UE04679;033525     ;Белсил СДМ 5055 ВП (Belsil SDM 5055 VP);Ревада-Нева;WACKER;14.08.2020
03405209361112201806;20180520;000048     ;Краситель о-крезол  (Chemibroxс 4АОС, 5 амино орто крезол) (CAS № 2835-95-2);Ревада-Нева;Xihyu Chemicals;19.05.2019
03405210531912201802;29832;024428     ;Сульфоэтоксилат натрия сухой (эмал 10P HD x, Эмал 10П ХД, Empicol);Ревада-Нева;Kao Chemicals GmbH;07.07.2019
03405215133001201901;9101836;007889     ;Масло жожоба (Париол голд 333);Ревада-Нева;MERIEUX NutriSciences;25.09.2021
03405143221810201704;6128G17/01;010670     ;Масло макадамии ;Ревада-Нева;A.&A. Fratelli Parodi s.r.l.;01.07.2018
03405144612610201705;20170506;007287     ;Краситель Rodol CRS (4 хлор резорцин);Ревада-Нева;XiNY;05.05.2019
03405145093110201703;174000880025;001533     ;Дехитон(BetadetХР-50К,Чегина К40,Альбет,Лаукозол Б45,Галакси CAPBPLUS, Кокоамидопропилбетаин);Ревада-Нева;Galaxy;10.08.2018
03405145430211201707;К017.3/17/06/077;008509     ;Копирокс;Ревада-Нева;Kumar Organic Products Limited;01.08.2019
03405149673011201716;20170617;001866     ;Краситель Acid (Lowalan Violet 43) (Кислот. фиолетов. антрахинон);Ревада-Нева;Xinyu Chemicals;16.06.2018
03405150250412201709;2664210050;007891     ;Финдет ARH-52 (Findet ARH-52, гидрогенез касторовое масло ПЭГ-40);Ревада-Нева;Kao Chemicals GmbH;29.09.2019
03405152521812201702;32750;003687     ;ПЭГ-8 дистеарат (DS PEG-8, Неомин 8 ДС, Cithrol 4DS MBAL-SO-(MV));Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.10.2019
03405155261501201803;26773;008562     ;Кублен К60;Ревада-Нева;Zschimmer&Schwarz Monsdorf Gmbh & Co KG;01.11.2022
03405156291901201801;32793;001557     ;Лаурет-2 (DEHYDOL, Гифран, Неопал МА 1.8, Синтанол АЛМ-2, Арлипон F, Унитоп Хидол 2);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.10.2019
03405156291901201804;6039L17/01;007889     ;Масло жожоба (Париол голд 333);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.10.2018
03405146431011201701;1217071505;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Ревада-Нева;Thai Fatty Alcohols Co., Ltd.;14.07.2019
03405149102811201701;20170310;004502     ;Станнат натрия тригидрат (Натрий оловяннокислый);Ревада-Нева;Yixing Xinyu Chemicals Co., Ltd;09.03.2018
03405149673011201706;20170418;000216     ;Краситель м-крезол (3M4AP, 4AMC);Ревада-Нева;XiNY;17.10.2019
03405234430606201902;2018-06;002471     ;Краситель Rodol  Yellow 87 (Lowacryl, Basic, 606B);Ревада-Нева;AMIK;01.06.2020
03405235001106201901;29978;024428     ;Сульфоэтоксилат натрия сухой (эмал 10P HD x, Эмал 10П ХД, Empicol);Ревада-Нева;Kao Chemicals GmbH;22.09.2019
03405235361306201912;20181007;001632     ;Краситель HDAP ( XP5, 1 гидроксиэтил-4,5 диаминопиразол сульфат, CAS 155601-30-2, 4,5 D1-2H);Ревада-Нева;Xinyu Chemicals;06.10.2020
03405235361306201914;20181009;002458     ;Краситель Rodol PMP (1-ФЕНИЛ-3-МЕТИЛ-5-ПИРАЗОЛОН, CAS 89-25-8, 1P3M5P);Ревада-Нева;Xinyu Chemicals;08.10.2020
03405235511406201902;91628;008562     ;Кублен К60;Ревада-Нева;Zschimmer&Schwarz Monsdorf Gmbh & Co KG;01.01.2024
03405236121806201905;RP-375531-2009;000916     ;Микрокар (Microcare IT, Неомид 125, Актицид МВ, Биоцид Катон LXE);Ревада-Нева;THOR;01.09.2020
03405237492706201902;0528IMS2L;000755     ;Олеиновая кислота (палмак 750, Wilfarin 7075);Ревада-Нева;Acidchem International SDN.BHD  ;24.03.2020
03405251492009201902;JB190719-1;003351     ;Комперлан 100 (Неопал МЕК, Галакси 100,Empilan CME/T,  amidet A-111Р,Cocamid MEA, PALMOCOL PMA 1100);Ревада-Нева;Zhejiang Zanyu New Material CO., LTD. (Jaxing zanyu tecnology developmrnt Co., Ltd);18.07.2021
03405251882309201903;123908;022499     ;Персульфат калия (Potassium Persulfate);Ревада-Нева;United Initiators GmbH@Co.KG;04.09.2020
