Штрихкод;ID;Артикул;Наименование;Единица;Коэффициент;
;030996     ;LT8/4;Основа оттеночный бальзам для волос ESTEL LOVE TON 8/4 Янтарный;кг;1;
;030998     ;LT9/1;Основа оттеночный бальзам для волос ESTEL LOVE TON 9/1 Серебро;кг;1;
;030999     ;LT9/61;Основа оттеночный бальзам для волос ESTEL LOVE TON 9/61 Полярный;кг;1;
2000015581639;031059     ;;Дермофил (Dermofeel);кг;1;
;031101     ;AHC/435;Основа AHC/435 TURBO-шампунь для волос ESTEL ALPHA HOMME CARBON, 435 мл;кг;1;
;031102     ;AHC/250;Основа AHC/250 TURBO-шампунь для волос и тела ESTEL ALPHA HOMME CARBON, 250 мл;кг;1;
;031103     ;AHC/C115;Основа AHC/C115 Массаж-гель INTERCOOLER для кожи головы ESTEL ALPHA HOMME CARBON, 115 мл;кг;1;
;031121     ;IS11/05;Основа 11/05 тонирующая маска Я ВЫБИРАЮ СВЕТ ESTEL 11/05 жемчужный;кг;1;
;031123     ;IS11/06;Основа 11/06 тонирующая маска Я ВЫБИРАЮ СВЕТ ESTEL 11/06 серебристый;кг;1;
;031124     ;IS11/07;Основа 11/07 тонирующая маска Я ВЫБИРАЮ СВЕТ ESTEL 11/07 золотистый ;кг;1;
;031127     ;Н/З OIS;Основа OIS крем-паста для осветления Я ВЫБИРАЮ СВЕТ ;кг;1;
;031166     ;жир VHC;Основа орг. для  VINTAGE ESTEL HAUTE COUTURE;кг;1;
;031169     ;NT7/34;Основа NT7/34 Тонирующая маска для волос NEWTONE ESTEL HAUTE COUTURE 7/34 Русый золотисто-медный;кг;1;
;031170     ;NT8/36;Основа NT8/36 Тонирующая маска для волос NEWTONE ESTEL HAUTE COUTURE 8/36 Светло-русый золотисто-фио;кг;1;
;031171     ;NT8/61;Основа NT8/61 Тонирующая маска для волос NEWTONE ESTEL HAUTE COUTURE 8/61 Светло-русый фиолетово-пеп;кг;1;
;031172     ;NTM7/34;Основа NTM7/34 Тонирующая маска для волос NEWTONE ESTEL HAUTE COUTURE 7/34 Русый золотисто-медный;кг;1;
;031173     ;NTM8/36;Основа NTM8/36 Тонирующая маска для волос NEWTONE ESTEL HAUTE COUTURE 8/36 Светло-русый золот-фиол;кг;1;
;031174     ;NTM8/61;Основа NTM8/61 Тонирующая маска для волос NEWTONE ESTEL HAUTE COUTURE 8/61 Светло-русый фиолет-пеп;кг;1;
2000015890939;031284     ;;Неопал ЦЦ (Neopal CC);кг;1;
2000015980340;031314     ;;Микрокар БНА;кг;1;
2000015999212;031316     ;;Отдушка Lotus&Lychee 23180B;кг;1;
2000016006681;031323     ;;Добавка BRIJ S721-PA-(SG);кг;1;
2000016010473;031326     ;;БиоЭколиа;кг;1;
2000016030020;031342     ;;Добавка SP BRIJ S2 MBAL-PA-(RB);кг;1;
2000016576146;031358     ;;Морская соль;кг;1;
;031424     ;VHC9/7;Основа VHC9/7 краска VINTAGE ESTEL HAUTE COUTURE , блондин коричневый  ;кг;1;
;031448     ;Н/З OX ENO ;Основа Проявляющая эмульсия  Enigma 6%, кг;кг;1;
2000016947250;031450     ;;1,6-Гександиамин;кг;1;
;031452     ;BBC/18;Основа BBC/18 краска BLOND BAR COUTURE пепельно-жемчужный;кг;1;
;031453     ;BBC/17;Основа BBC/17 краска BLOND BAR COUTURE пепельно-коричневый;кг;1;
;031454     ;BBC/36;Основа BBC/36 краска BLOND BAR COUTURE золотисто-фиолетовый;кг;1;
;031455     ;BBC/66;Основа BBC/66 краска BLOND BAR COUTURE фиолетовый интенсивный;кг;1;
2000016148404;031458     ;;Отдушка BLUE STAR PARADISE DD3461;кг;1;
2000016148411;031459     ;;Отдушка DIANTHUS DD3456;кг;1;
2000016278033;031563     ;;Отдушка Cashmere Touch 321 152;кг;1;
2000016278040;031564     ;;Отдушка Keratin Repair 27 606 C;кг;1;
;031573     ;BX/1;Основа BX/1 Renovation-шампунь для волос BEAUTEX ESTEL HAUTE COUTURE, 435 мл;кг;1;
;031574     ;BX/2;Основа BX/2 HydroLipid-маска для волос BEAUTEX ESTEL HAUTE COUTURE, 435 мл;кг;1;
;031575     ;BX/3;Основа BX/3 Clinic-эликсир для волос BEAUTEX ESTEL HAUTE COUTURE ;кг;1;
;031576     ;BX/4;Основа BX/4 Шампунь для волос BEAUTEX CARE ESTEL HAUTE COUTURE, 150 мл;кг;1;
;031577     ;BX/5;Основа BX/5 Бальзам для волос BEAUTEX CARE ESTEL HAUTE COUTURE, 150 мл;кг;1;
2000016285369;031585     ;;Отдушка Lilne 4 30064782;кг;1;
2000016285376;031586     ;;Отдушка Green Lilne 6 30067484;кг;1;
2000016295177;031595     ;;Биоресторер;кг;1;
2000016295184;031596     ;;Сепитоник М3;кг;1;
;031615     ;OTM.6/S;Основа OTM.6/S Деликатный шампунь для окрашенных волос OTIUM COLOR LIFE, 10 мл;кг;1;
;031616     ;OTM.7/S;Основа OTM.7/S Бальзам-сияние для окрашенных волос OTIUM COLOR LIFE, 10 мл;кг;1;
;031617     ;OTM.29/S;Основа OTM.29/S Шампунь-уход для восстановления волос OTIUM MIRACLE REVIVE, 10 мл;кг;1;
;031618     ;OTM.30/S;Основа OTM.30/S Бальзам-питание для восстановления волос OTIUM MIRACLE REVIVE, 10 мл;кг;1;
;031619     ;OTM.36/S;Основа OTM.36/S Бальзам для интенсивного увлажнения волос OTIUM AQUA, 10 мл;кг;1;
;031620     ;OTM.35/S;Основа OTM.35/S Шампунь для интенсивного увлажнения волос OTIUM AQUA, 10 мл;кг;1;
;031621     ;OTM.40/S;Основа OTM.40/S Минеральный шампунь для волос OTIUM THALASSO, 10 мл;кг;1;
;031622     ;OTM.41/S;Основа OTM.41/S Минеральный бальзам для волос OTIUM THALASSO, 10 мл;кг;1;
;031635     ;OTM.1/M;Основа OTM.1/M Крем-шампунь для вьющихся волос OTIUM WAVE TWIST, 60 мл;кг;1;
;031636     ;OTM.2/M;Основа OTM.2/M Бальзам-кондиционер для вьющихся волос OTIUM WAVE TWIST, 60 мл;кг;1;
;031637     ;OTM.6/M;Основа OTM.6/M Деликатный шампунь для окрашенных волос OTIUM COLOR LIFE, 60 мл;кг;1;
;031638     ;OTM.7/M;Основа OTM.7/M Бальзам-сияние для окрашенных волос OTIUM COLOR LIFE, 60 мл;кг;1;
;031639     ;OTM.10/M;Основа OTM.10/M Power-шампунь для длинных волос OTIUM XXL, 60 мл;кг;1;
;031640     ;OTM.11/M;Основа OTM.11/M Power-кондиционер для длинных волос OTIUM XXL, 60 мл;кг;1;
;031641     ;OTM.20/M;Основа OTM.20/M Шампунь для объёма жирных волос OTIUM VOLUME, 60 мл;кг;1;
;031642     ;OTM.21/M;Основа OTM.21/M Шампунь для объёма сухих волос OTIUM VOLUME, 60 мл;кг;1;
;031643     ;OTM.22/M;Основа OTM.22/M Легкий бальзам для объёма волос OTIUM VOLUME, 60 мл;кг;1;
;031645     ;OTM.24/M;Основа OTM.24/M Блеск-шампунь для гладкости и блеска волос OTIUM DIAMOND, 60 мл;кг;1;
;031646     ;OTM.28/M;Основа OTM.28/M Шёлковая маска для гладкости и блеска волос OTIUM DIAMOND, 60 мл;кг;1;
;031647     ;OTM.29/M;Основа OTM.29/M Шампунь-уход для восстановления волос OTIUM MIRACLE REVIVE, 60 мл;кг;1;
;031648     ;OTM.32/M;Основа OTM.32/M Интенсивная маска для восстановления волос OTIUM MIRACLE REVIVE, 60 мл;кг;1;
;031649     ;OTM.35/M;Основа OTM.35/M Шампунь для интенсивного увлажнения волос OTIUM AQUA, 60 мл;кг;1;
;031652     ;OTM.36/M;Основа OTM.36/M Бальзам для интенсивного увлажнения волос OTIUM AQUA, 60 мл;кг;1;
;031653     ;OTM.40/M;Основа OTM.40/M Минеральный шампунь для волос OTIUM THALASSO, 60 мл;кг;1;
;031654     ;OTM.41/M;Основа OTM.41/M Минеральный бальзам для волос OTIUM THALASSO, 60 мл;кг;1;
;031657     ;OTM.10;Основа OTM.10 Power-шампунь для длинных волос OTIUM XXL, 250 мл;кг;1;
;031658     ;OTM.11;Основа OTM.11 Power-бальзам для длинных волос OTIUM XXL, 200 мл;кг;1;
;031659     ;OTM.12;Основа OTM.12 Спрей-кондиционер для длинных волос OTIUM XXL, 200 мл;кг;1;
;031660     ;OTM.13;Основа OTM.13 Power-маска для длинных волос OTIUM XXL, 300 мл;кг;1;
;031661     ;OTM.20;Основа OTM.20 Шампунь для объёма жирных волос OTIUM VOLUME, 250 мл;кг;1;
;031662     ;OTM.21;Основа OTM.21 Шампунь для объёма сухих волос OTIUM VOLUME, 250 мл;кг;1;
;031663     ;OTM.22;Основа OTM.22 Легкий бальзам для объёма волос OTIUM VOLUME, 200 мл;кг;1;
;031664     ;OTM.23;"Основа OTM.23 Спрей-уход для волос ""Воздушный объем"" OTIUM VOLUME, 200 мл";кг;1;
;031665     ;OTM.6;Основа OTM.6 Деликатный шампунь для окрашенных волос OTIUM COLOR LIFE, 250 мл;кг;1;
;031666     ;OTM.7;Основа OTM.7 Бальзам-сияние для окрашенных волос OTIUM COLOR LIFE, 200 мл;кг;1;
;031667     ;OTM.8;"Основа OTM.8 Спрей-уход для волос ""Яркость цвета"" OTIUM COLOR LIFE, 100 мл";кг;1;
;031668     ;OTM.9;Основа OTM.9 Маска-коктейль для окрашенных волос OTIUM COLOR LIFE, 300 мл;кг;1;
;031669     ;OTM.35;Основа OTM.35 Шампунь для интенсивного увлажнения волос OTIUM AQUA, 250 мл;кг;1;
;031670     ;OTM.36;Основа OTM.36 Бальзам для интенсивного увлажнения волос OTIUM AQUA, 200 мл;кг;1;
;031671     ;OTM.37;Основа OTM.37 Спрей для интенсивного увлажнения волос OTIUM AQUA, 200 мл;кг;1;
;031672     ;OTM.38;"Основа OTM.38 Сыворотка для волос ""Экспресс-увлажнение"" OTIUM AQUA, 100 мл";кг;1;
;031673     ;OTM.39;Основа OTM.39 Комфорт-маска для интенсивного увлажнения волос OTIUM AQUA, 300 мл;кг;1;
;031674     ;OTM.40;Основа OTM.40 Минеральный шампунь для волос OTIUM THALASSO, 250 мл;кг;1;
;031675     ;OTM.41;Основа OTM.41 Минеральный бальзам для волос OTIUM THALASSO, 200 мл;кг;1;
;031676     ;OTM.42;Основа OTM.42 BEACH-WAVES спрей для волос OTIUM THALASSO, 100 мл;кг;1;
;031677     ;OTM.43;"Основа OTM.43 Спрей для волос ""Морская пена"" OTIUM THALASSO, 100 мл";кг;1;
;031678     ;OTM.44;Основа OTM.44 Минеральный шампунь для волос OTIUM THALASSO THERAPY, 435 мл;кг;1;
;031679     ;OTM.45;Основа OTM.45 Маска-глина для волос OTIUM THALASSO THERAPY, 435 мл;кг;1;
;031680     ;OTM.24;Основа OTM.24 Блеск-шампунь для гладкости и блеска волос OTIUM DIAMOND, 250 мл;кг;1;
;031681     ;OTM.25;Основа OTM.25 Блеск-бальзам для гладкости и блеска волос OTIUM DIAMOND, 200 мл;кг;1;
;031682     ;OTM.26;Основа OTM.26 Крем-термозащита для волос OTIUM DIAMOND, 100 мл;кг;1;
;031683     ;OTM.27;Основа OTM.27 Драгоценное масло для гладкости и блеска волос OTIUM DIAMOND, 100 мл;кг;1;
;031684     ;OTM.28;Основа OTM.28 Шёлковая маска для гладкости и блеска волос OTIUM DIAMOND, 300 мл;кг;1;
;031685     ;OTM.29;Основа OTM.29 Шампунь-уход для восстановления волос OTIUM MIRACLE REVIVE, 250 мл;кг;1;
;031686     ;OTM.30;Основа OTM.30 Бальзам-питание для восстановления волос OTIUM MIRACLE REVIVE, 200 мл;кг;1;
;031687     ;OTM.31;"Основа OTM.31 Эликсир для волос ""Сила кератина"" OTIUM MIRACLE REVIVE, 100 мл";кг;1;
;031688     ;OTM.32;Основа OTM.32 Интенсивная маска для восстановления волос OTIUM MIRACLE REVIVE, 300 мл;кг;1;
;031689     ;OTM.33;"Основа OTM.33 Сыворотка ""Реконструкция кончиков волос"" OTIUM MIRACLE REVIVE, 100 мл";кг;1;
;031690     ;OTM.34;"Основа OTM.34 Сыворотка-вуаль для волос ""Мгновенное восстановление"" OTIUM MIRACLE REVIVE, 23 мл.";кг;1;
;031692     ;OTM.1;Основа OTM.1 Крем-шампунь для вьющихся волос OTIUM WAVE TWIST, 250 мл;кг;1;
;031693     ;OTM.2;Основа OTM.2 Бальзам-кондиционер для вьющихся волос OTIUM WAVE TWIST, 200 мл;кг;1;
;031694     ;OTM.3;"Основа OTM.3 Спрей для волос ""Легкое расчесывание"" OTIUM WAVE TWIST, 200 мл";кг;1;
;031695     ;OTM.4;"Основа OTM.4 ВВ-крем для волос ""Послушные локоны"" OTIUM WAVE TWIST, 100 мл";кг;1;
;031696     ;OTM.5;Основа OTM.5 Крем-маска для вьющихся волос OTIUM WAVE TWIST, 300 мл;кг;1;
;031698     ;OTM.14;Основа OTM.14 Шампунь-активатор роста волос OTIUM UNIQUE, 250 мл;кг;1;
;031699     ;OTM.15;Основа OTM.15 Шампунь от перхоти  OTIUM UNIQUE, 250 мл;кг;1;
;031700     ;OTM.16;Основа OTM.16 Шампунь для жирной кожи головы и сухих волос OTIUM UNIQUE, 250 мл;кг;1;
;031703     ;OTM.18;Основа OTM.18 RELAX-тоник  для кожи головы OTIUM UNIQUE , 100 мл;кг;1;
;031704     ;OTM.19;Основа OTM.19 Тоник от перхоти OTIUM UNIQUE, 100 мл;кг;1;
2000016341935;031739     ;;Отдушка BLANKET OF SNOW 364492;кг;1;
;031792     ;ПАВ 2;Основа Раствор Тексапона 25 %, кг;кг;1;
2000016457346;031844     ;;Отдушка BE CHIC (TEUI 8342);кг;1;
2000016457575;031846     ;;Экстракт зародышей пшеницы (пропиленгликолевый);кг;1;
2000016457476;031847     ;;Экстракт корня лопуха (пропиленгликолевый);кг;1;
2000016457582;031849     ;;Экстракт персика (пропиленгликолевый);кг;1;
2000016457599;031853     ;;Экстракт манго (пропиленгликолевый);кг;1;
;031859     ;OTM.35/1000;Основа OTM.35/1000 Шампунь для интенсивного увлажнения волос OTIUM AQUA, 1000 мл;кг;1;
;031860     ;OTM.36/1000;Основа OTM.36/1000 Бальзам для интенсивного увлажнения волос OTIUM AQUA, 1000 мл;кг;1;
;031861     ;OTM.6/1000;Основа OTM.6/1000 Деликатный шампунь для окрашенных волос OTIUM COLOR LIFE, 1000 мл;кг;1;
;031862     ;OTM.7/1000;Основа OTM.7/1000 Бальзам-сияние для окрашенных волос OTIUM COLOR LIFE, 1000 мл;кг;1;
;031886     ;BHL/A1;Основа BHL/A1 Шампунь для волос ESTEL BEAUTY HAIR LAB AURUM, 250 мл.;кг;1;
;031887     ;BHL/A2;Основа BHL/A2 Бальзам для волос ESTEL BEAUTY HAIR LAB AURUM, 200 мл.;кг;1;
;031888     ;BHL/A3;Основа BHL/A3 Маска для волос ESTEL BEAUTY HAIR LAB AURUM, 250 мл.;кг;1;
;031889     ;BHL/A4;Основа BHL/A4 Минеральный спрей для  волос ESTEL BEAUTY HAIR LAB AURUM, 100 мл.;кг;1;
;031890     ;BHL/A5;Основа BHL/A5 Драгоценное масло для волос ESTEL BEAUTY HAIR LAB AURUM, 100 мл.;кг;1;
;031891     ;BHL/A6;Основа BHL/A6 Тонус-гель для душа ESTEL BEAUTY HAIR LAB AURUM, 250 мл.;кг;1;
;031892     ;BHL/A7;Основа BHL/A7 Увлажняющий спрей для волос ESTEL BEAUTY HAIR LAB AURUM, 100 мл.;кг;1;
;031896     ;ECT100;Основа ECT100 Эссенция для волос EPLEX COLOR TOPPING ESTEL HAUTE COUTURE, 100 мл;кг;1;
2000016499414;031938     ;;Глина зеленая;кг;1;
2000016619935;032105     ;;Отдушка TOXICATING ORCHID 3;кг;1;
2000016582963;032108     ;;Софткаре ГП-1 (Softcare GP-1);кг;1;
;032138     ;LBB/435;Основа LBB/435 Бальзам для волос LUXURY BLOND ESTEL HAUTE COUTURE, 435 мл;кг;1;
;032139     ;LBS/435;Основа LBS/435 Шампунь для волос LUXURY BLOND ESTEL HAUTE COUTURE, 435 мл;кг;1;
;032140     ;LCB/435;Основа LCB/435 Бальзам для волос LUXURY COLOR ESTEL HAUTE COUTURE, 435 мл;кг;1;
;032141     ;LCS/435;Основа LCS/435 Шампунь для волос LUXURY COLOR ESTEL HAUTE COUTURE, 435 мл;кг;1;
;032142     ;LHB/435;Основа LHB/435 Бальзам для волос LUXURY HAIR ESTEL HAUTE COUTURE, 435 мл;кг;1;
;032143     ;LHS/435;Основа LHS/435 Шампунь для волос LUXURY HAIR ESTEL HAUTE COUTURE, 435 мл;кг;1;
;032144     ;LRB/435;Основа LRB/435 Бальзам для волос LUXURY REPAIR ESTEL HAUTE COUTURE, 435 мл;кг;1;
;032145     ;LRS/435;Основа LRS/435 Шампунь для волос LUXURY REPAIR ESTEL HAUTE COUTURE, 435 мл;кг;1;
;032146     ;LSB/435;Основа LSB/435 Маска для волос LUXURY SHINE ESTEL HAUTE COUTURE, 435 мл;кг;1;
;032147     ;LSS/435;Основа LSS/435 Шампунь для волос LUXURY SHINE ESTEL HAUTE COUTURE, 435 мл;кг;1;
;032148     ;LVB/435;Основа LVB/435 Бальзам для волос LUXURY VOLUME ESTEL HAUTE COUTURE, 435 мл;кг;1;
;032149     ;LVS/435;Основа LVS/435 Шампунь для волос LUXURY VOLUME ESTEL HAUTE COUTURE, 435 мл;кг;1;
2000016620481;032166     ;;Церамидный комплекс SK-Influx;кг;1;
;032171     ;Н/З OX IS 6;Основа Оксигент для волос 6% Я ВЫБИРАЮ СВЕТ ESTEL;кг;1;
2000016624786;032173     ;;Силикон гель (Силсофт силикон гель);кг;1;
;032174     ;BBC/7M;Основа BBC/7M краска BLOND BAR COUTURE Модулятор цвета;кг;1;
;032175     ;BBC/65;Основа BBC/65 краска BLOND BAR COUTURE фиолетово-красный;кг;1;
;032176     ;BBC/76;Основа BBC/76 краска BLOND BAR COUTURE коричнево-фиолетовый;кг;1;
2000016668490;032178     ;;УФ-фильтр Sunbeat;кг;1;
;032283     ;EO1/0;Основа EO1/0 Стойкая краска-гель для волос ESTEL ONLY 1/0 Черный классический;кг;1;
;032284     ;EO1/11;Основа EO1/11 Стойкая краска-гель для волос ESTEL ONLY 1/11 Иссиня черный;кг;1;
;032285     ;EO10/0;Основа EO10/0 Стойкая краска-гель для волос ESTEL ONLY 10/0 Светлый блондин;кг;1;
;032286     ;EO10/1;Основа EO10/1 Стойкая краска-гель для волос ESTEL ONLY 10/1 Светлый блондин пепельный;кг;1;
;032287     ;EO10/16;Основа EO10/16 Стойкая краска-гель для волос ESTEL ONLY 10/16 Светлый блондин пепельно-фиолетовый;кг;1;
;032288     ;EO10/36;Основа EO10/36 Стойкая краска-гель для волос ESTEL ONLY 10/36 Светлый блондин золотисто-фиолетовый;кг;1;
;032289     ;EO10/65;Основа EO10/65 Стойкая краска-гель для волос ESTEL ONLY 10/65 Светлый блондин фиолетово-красный;кг;1;
;032290     ;EO4/6;Основа EO4/6 Стойкая краска-гель для волос ESTEL ONLY 4/6 Шатен фиолетовый;кг;1;
;032291     ;EO4/7;Основа EO4/7 Стойкая краска-гель для волос ESTEL ONLY 4/7 Шатен коричневый;кг;1;
;032292     ;EO5/65;Основа EO5/65 Стойкая краска-гель для волос ESTEL ONLY 5/65 Светлый шатен фиолетово-красный;кг;1;
;032293     ;EO5/75;Основа EO5/75 Стойкая краска-гель для волос ESTEL ONLY 5/75 Светлый шатен коричнево-красный;кг;1;
;032294     ;EO5/76;Основа EO5/76 Стойкая краска-гель для волос ESTEL ONLY 5/76 Светлый шатен коричнево-фиолетовый;кг;1;
;032295     ;EO6/56;Основа EO6/56 Стойкая краска-гель для волос ESTEL ONLY 6/56 Тёмно-русый красно-фиолетовый;кг;1;
;032296     ;EO6/71;Основа EO6/71 Стойкая краска-гель для волос ESTEL ONLY 6/71 Тёмно-русый коричнево-пепельный;кг;1;
;032297     ;EO6/74;Основа EO6/74 Стойкая краска-гель для волос ESTEL ONLY 6/74 Тёмно-русый коричнево-медный;кг;1;
;032298     ;EO7/0;Основа EO7/0 Стойкая краска-гель для волос ESTEL ONLY 7/0 Русый;кг;1;
;032299     ;EO7/1;Основа EO7/1 Стойкая краска-гель для волос ESTEL ONLY 7/1 Русый пепельный;кг;1;
;032300     ;EO7/34;Основа EO7/34 Стойкая краска-гель для волос ESTEL ONLY 7/34 Русый золотисто-медный;кг;1;
;032301     ;EO7/44;Основа EO7/44 Стойкая краска-гель для волос ESTEL ONLY 7/44 Русый медный интенсивный;кг;1;
;032302     ;EO7/75;Основа EO7/75 Стойкая краска-гель для волос ESTEL ONLY 7/75 Русый коричнево-красный;кг;1;
;032303     ;EO7/77;Основа EO7/77 Стойкая краска-гель для волос ESTEL ONLY 7/77 Русый коричневый интенсивный;кг;1;
;032304     ;EO8/0;Основа EO8/0 Стойкая краска-гель для волос ESTEL ONLY 8/0 Светло-русый;кг;1;
;032305     ;EO8/16;Основа EO8/16 Стойкая краска-гель для волос ESTEL ONLY 8/16 Светло-русый пепельно-фиолетовый;кг;1;
;032306     ;EO9/17;Основа EO9/17 Стойкая краска-гель для волос ESTEL ONLY 9/17 Блондин пепельно-коричневый;кг;1;
;032307     ;EO9/76;Основа EO9/76 Стойкая краска-гель для волос ESTEL ONLY 9/76 Блондин коричнево-фиолетовый;кг;1;
;032358     ;OTM.16/S;Основа OTM.16/S Шампунь для жирной кожи головы и сухих волос OTIUM UNIQUE, 10 мл;кг;1;
2000017140704;032543     ;;Кродафос CS20A MBAL-PA-(MH) ;кг;1;
2000017225326;032557     ;;Алое-вера порошок 200:1 (Freeze Dried);кг;1;
;032564     ;HCS/500 водн;Основа водная фаза HCS/500 Двухфазный праймер для волос SILK ESTEL HAUTE COUTURE;кг;1;
;032565     ;HCT/300;Основа HCT/300 Текстурирующий спрей для волос TAFFETA ESTEL HAUTE COUTURE;кг;1;
;032601     ;Н/З OX ONLY BLOND ;"Основа Окислитель ""ONLY BLOND "" 9%, кг";кг;1;
;032603     ;Н/З бальзам OSB;Основа бальзам-plex ONLY;кг;1;
;032680     ;NT10/6;Основа NT10/6 Тонирующая маска для волос NEWTONE ESTEL HAUTE COUTURE 10/6 светлый блондин фиолетовый;кг;1;
;032681     ;NT10/7;Основа NT10/7 Тонирующая маска для волос NEWTONE ESTEL HAUTE COUTURE 10/7 светлый блондин коричневый;кг;1;
;032682     ;NT10/76;Основа NT10/76 Тонирующая маска для волос NEWTONE ESTEL HAUTE COUTURE10/76 светлый блонд корич- фиол;кг;1;
;032683     ;NTM10/6;Основа NTM10/6 Тонирующая маска для волос NEWTONE ESTEL HAUTE COUTURE 10/6 светлый блондин фиолетов;кг;1;
;032684     ;NTM10/7;Основа NTM10/7 Тонирующая маска для волос NEWTONE ESTEL HAUTE COUTURE 10/7 светлый блондин коричнев;кг;1;
;032685     ;NTM10/76;Основа NTM10/76 Тонирующая маска для волос NEWTONE ESTEL HAUTE COUTURE10/76 светл блонд корич- фиол;кг;1;
;032735     ;OSS/1000;Основа OSS/1000 Шампунь для волос ESTEL ORIENT SEASON, 1000 мл;кг;1;
;032736     ;OSB/1000;Основа OSB/1000 Бальзам для волос ESTEL ORIENT SEASON, 1000 мл;кг;1;
;032737     ;OSS/250;Основа OSS/250 Шампунь для волос ESTEL ORIENT SEASON, 250 мл;кг;1;
;032738     ;OSB/200;Основа OSB/200 Бальзам для волос ESTEL ORIENT SEASON, 200 мл;кг;1;
;032739     ;OSM/300;Основа OSM/300 Маска-желе для волос ESTEL ORIENT SEASON, 300 мл;кг;1;
;032740     ;OSO/100;Основа OSO/100 Масло-спрей для тела ESTEL ORIENT SEASON, 100 мл;кг;1;
;032741     ;OSP/100 водн;Основа OSP/100 Двухфазный спрей водная фаза ESTEL ORIENT SEASON, 100 мл;кг;1;
;032747     ;OSG/200;Основа OSG/200 Гель для душа ESTEL ORIENT SEASON, 200 мл;кг;1;
;032797     ;BHL/W1;Основа BHL/W1 Шампунь для волос ESTEL ЛАБОРАТОРИЯ КРАСОТЫ WINTERIА, 250 мл;кг;1;
;032798     ;BHL/W2;Основа BHL/W2 Бальзам для волос ESTEL ЛАБОРАТОРИЯ КРАСОТЫ WINTERIА, 200 мл;кг;1;
;032799     ;BHL/W3;Основа BHL/W3 Маска для волос ESTEL ЛАБОРАТОРИЯ КРАСОТЫ WINTERIА, 250 мл;кг;1;
;032800     ;BHL/W4;Основа BHL/W4 Двухфазный спрей для  волос ESTEL ЛАБОРАТОРИЯ КРАСОТЫ WINTERIА, 100 мл;кг;1;
;032801     ;BHL/W5;Основа BHL/W5 BB крем для волос ESTEL ЛАБОРАТОРИЯ КРАСОТЫ WINTERIА, 50 мл;кг;1;
;032802     ;BSL/1;Основа BSL/1 Крем для рук ESTEL ЛАБОРАТОРИЯ КРАСОТЫ WINTERIА, 50 мл;кг;1;
;032803     ;BSL/2;Основа BSL/2 Бальзам для губ ESTEL ЛАБОРАТОРИЯ КРАСОТЫ WINTERIА, 10 мл;кг;1;
;032804     ;BSL/3;Основа BSL/3 Маска для рук ESTEL ЛАБОРАТОРИЯ КРАСОТЫ WINTERIА, 55 г.;кг;1;
;032805     ;BSL/4;Основа BSL/4 Маска для лица ESTEL ЛАБОРАТОРИЯ КРАСОТЫ WINTERIА, 65 мл;кг;1;
;032838     ;OSP/100 орган;Основа OSP/100 Двухфазный спрей органическая фаза ESTEL ORIENT SEASON, 100 мл;кг;1;
2000017532424;032928     ;;Био Эликсир (BIO ELIXIR);кг;1;
2000017542300;032946     ;;Экстракт кедра (хвоя) CK-CO2;кг;1;
2000017591445;032989     ;;Цинк рицинолеат (Tegodeo PY 88G);кг;1;
2000017678122;033047     ;;Отдушка Elixir of woods (T12011015);кг;1;
2000017718064;033112     ;;Эутанол Г (Eutanol G);кг;1;
2000017720487;033120     ;;Отдушка Marilyn;кг;1;
2000017720494;033122     ;;Отдушка Fix&Ready RW1;кг;1;
2000017720500;033123     ;;Отдушка Queen;кг;1;
2000017782393;033135     ;;Драй Фло ТС Пуре (Dry Flo TS Pure);кг;1;
;033150     ;GHS/200;Основа GHS/200 Шампунь для волос ESTEL GENEVIE POUR HOMME, 200 мл;кг;1;
;033151     ;GHG/200;Основа GHG/200 Гель для душа ESTEL GENEVIE POUR HOMME, 200 мл;кг;1;
;033159     ;GHS/1000;Основа GHS/1000 Шампунь для волос ESTEL GENEVIE POUR HOMME, 1000 мл;кг;1;
2000017813325;033160     ;;Симулькват HC 305;кг;1;
2000017813332;033161     ;;Арома Orange Juice 6;кг;1;
;033165     ;GFM/200;Основа GFM/200 Маска для волос  ESTEL GENEVIE POUR FEMME, 200 мл;кг;1;
;033166     ;GFS/1000;Основа GFS/1000 Шампунь для волос ESTEL GENEVIE POUR FEMME, 1000 мл;кг;1;
;033167     ;GFS/200;Основа GFS/200 Шампунь для волос ESTEL GENEVIE POUR FEMME, 200 мл;кг;1;
;033168     ;GFB/1000;Основа GFB/1000 Бальзам для волос  ESTEL GENEVIE POUR FEMME, 1000 мл;кг;1;
;033169     ;Н/З вод GFS/100;Основа водная фаза GFS/100 Двухфазный спрей для волос  ESTEL GENEVIE POUR FEMME, 100 мл;кг;1;
;033170     ;Н/З орг GFS/100;Основа органическая фаза GFS/100 Двухфазный спрей для волос  ESTEL GENEVIE POUR FEMME, 100 мл;кг;1;
;033171     ;GFO/200;Основа GFO/200 Масло-эликсир  для душа  ESTEL GENEVIE POUR FEMME, 200 мл;кг;1;
;033172     ;GFD/50;Основа GFD/50 Дезодорант-антиперспирант ESTEL GENEVIE POUR FEMME, 50 мл;кг;1;
2000017904818;033285     ;;Отдушка Genevie 30076694;кг;1;
2000018226940;033295     ;;Полисурф 67 CS;кг;1;
2000017947211;033306     ;;Гафкват 440 ;кг;1;
2000017949116;033313     ;;Отдушка LEGERE 2 30071161;кг;1;
